restaurant_id,manager_id,day_index,overall_rating,felt_smooth,felt_understaffed,felt_chaotic,felt_overstaffed
101,MGR_101,69,4,True,False,False,False
101,MGR_101,70,4,True,False,False,False
101,MGR_101,71,3,True,False,False,False
101,MGR_101,72,4,True,False,False,False
101,MGR_101,73,4,True,False,False,False
101,MGR_101,74,4,True,False,False,False
101,MGR_101,75,4,False,False,False,False
101,MGR_101,76,4,True,False,False,False
101,MGR_101,77,4,True,False,False,False
101,MGR_101,78,4,True,False,False,False
101,MGR_101,79,4,False,False,False,False
101,MGR_101,80,4,True,False,False,False
101,MGR_101,81,4,True,False,False,False
101,MGR_101,82,4,True,False,False,False
101,MGR_101,83,5,False,False,False,False
101,MGR_101,84,4,True,False,False,False
101,MGR_101,85,3,False,False,False,False
101,MGR_101,88,3,False,False,False,False
101,MGR_101,89,4,False,False,False,False
101,MGR_101,90,4,True,False,False,False
101,MGR_101,91,4,True,False,False,False
101,MGR_101,92,4,True,False,False,False
101,MGR_101,93,5,True,False,False,False
101,MGR_101,94,3,False,False,False,False
101,MGR_101,95,3,False,False,False,False
101,MGR_101,96,3,False,False,False,False
101,MGR_101,97,4,True,False,False,False
101,MGR_101,98,3,False,False,False,False
101,MGR_101,100,4,True,False,False,False
101,MGR_101,101,3,False,False,False,False
101,MGR_101,102,3,False,False,False,False
101,MGR_101,103,3,False,False,False,False
101,MGR_101,104,4,False,False,False,False
101,MGR_101,105,4,True,False,False,False
101,MGR_101,106,4,True,False,False,False
101,MGR_101,107,4,True,False,False,False
101,MGR_101,108,4,False,False,False,False
101,MGR_101,109,3,False,False,False,False
101,MGR_101,110,4,True,False,False,False
101,MGR_101,111,4,False,False,False,True
101,MGR_101,113,4,True,False,False,False
101,MGR_101,114,3,False,False,False,False
101,MGR_101,115,4,True,False,False,False
101,MGR_101,116,3,False,False,False,False
101,MGR_101,117,3,False,False,False,False
101,MGR_101,118,4,True,False,False,False
101,MGR_101,119,4,True,False,False,False
101,MGR_101,120,3,True,False,False,False
101,MGR_101,121,4,True,False,False,False
101,MGR_101,122,4,True,False,False,False
101,MGR_101,123,4,True,False,False,False
101,MGR_101,125,4,True,False,False,False
101,MGR_101,126,3,False,False,False,False
101,MGR_101,127,4,True,False,False,False
101,MGR_101,128,4,True,False,False,True
101,MGR_101,129,4,True,False,False,False
101,MGR_101,130,4,True,False,False,False
101,MGR_101,131,4,True,False,False,False
101,MGR_101,132,4,True,False,False,False
101,MGR_101,134,4,False,False,False,False
101,MGR_101,135,4,True,False,False,False
101,MGR_101,136,3,False,False,False,False
101,MGR_101,137,3,False,False,False,False
101,MGR_101,138,3,False,False,False,False
101,MGR_101,140,4,True,False,False,False
101,MGR_101,141,4,True,False,False,False
101,MGR_101,142,3,False,False,False,False
101,MGR_101,143,4,False,False,False,False
101,MGR_101,144,4,False,False,False,False
101,MGR_101,145,4,False,False,False,False
101,MGR_101,146,3,False,False,False,False
101,MGR_101,147,3,False,False,False,False
101,MGR_101,148,3,False,False,False,False
101,MGR_101,149,4,True,False,False,False
101,MGR_101,150,4,True,False,False,False
101,MGR_101,151,3,False,False,False,False
101,MGR_101,152,4,True,False,False,False
101,MGR_101,153,4,True,False,False,False
101,MGR_101,154,4,True,False,False,False
101,MGR_101,155,4,True,False,False,False
101,MGR_101,157,4,True,False,False,False
101,MGR_101,158,4,True,False,False,False
101,MGR_101,159,4,True,False,False,False
101,MGR_101,160,4,True,False,False,False
101,MGR_101,161,3,False,False,False,True
101,MGR_101,162,4,True,False,False,False
101,MGR_101,163,3,False,False,False,True
101,MGR_101,164,4,True,False,False,False
101,MGR_101,165,3,False,False,False,False
101,MGR_101,166,4,True,False,False,False
101,MGR_101,168,3,False,False,False,False
101,MGR_101,169,4,True,False,False,True
101,MGR_101,170,4,False,False,False,False
101,MGR_101,171,3,False,False,False,True
101,MGR_101,172,4,True,False,False,False
101,MGR_101,173,4,True,False,False,False
101,MGR_101,174,4,True,False,False,False
101,MGR_101,175,5,False,False,False,False
101,MGR_101,176,4,False,False,False,False
101,MGR_101,177,4,True,False,False,False
101,MGR_101,178,4,True,False,False,False
101,MGR_101,179,4,True,False,False,False
101,MGR_101,180,4,True,False,False,False
101,MGR_101,181,4,True,False,False,False
101,MGR_101,182,5,True,False,False,True
101,MGR_101,183,4,True,False,False,False
101,MGR_101,184,4,True,False,False,False
101,MGR_101,185,5,False,False,False,False
101,MGR_101,186,3,False,False,False,False
101,MGR_101,187,4,True,False,False,False
101,MGR_101,188,4,True,False,False,False
101,MGR_101,189,3,False,False,False,False
101,MGR_101,190,4,True,False,False,False
101,MGR_101,191,4,True,False,False,False
101,MGR_101,192,4,True,False,False,False
101,MGR_101,193,4,True,False,False,False
101,MGR_101,194,4,True,False,False,False
101,MGR_101,195,4,True,False,False,False
101,MGR_101,196,4,False,False,False,False
101,MGR_101,198,4,True,False,False,False
101,MGR_101,199,4,False,False,False,False
101,MGR_101,200,3,False,False,False,False
101,MGR_101,201,3,False,False,False,False
101,MGR_101,202,4,True,False,False,True
101,MGR_101,203,3,False,False,False,False
101,MGR_101,204,4,True,False,False,False
101,MGR_101,205,4,True,False,False,False
101,MGR_101,206,4,True,False,False,False
101,MGR_101,207,4,True,False,False,False
101,MGR_101,209,4,True,False,False,False
101,MGR_101,210,3,False,False,False,False
101,MGR_101,211,3,False,False,False,False
101,MGR_101,212,3,False,False,False,False
101,MGR_101,213,4,True,False,False,False
101,MGR_101,215,4,False,False,False,False
101,MGR_101,216,3,False,False,False,False
101,MGR_101,217,3,False,False,False,False
101,MGR_101,218,3,False,False,False,False
101,MGR_101,219,4,True,False,False,False
101,MGR_101,220,3,False,False,False,False
101,MGR_101,221,4,True,False,False,False
101,MGR_101,222,4,False,False,False,False
101,MGR_101,224,4,True,False,False,False
101,MGR_101,225,4,True,False,False,True
101,MGR_101,226,4,True,False,False,False
101,MGR_101,227,4,True,False,False,False
101,MGR_101,228,3,False,False,False,False
101,MGR_101,229,3,False,False,False,False
101,MGR_101,230,3,False,False,False,False
101,MGR_101,231,3,False,False,False,False
101,MGR_101,232,3,False,False,False,False
101,MGR_101,233,4,True,False,False,False
101,MGR_101,234,4,False,False,False,False
101,MGR_101,235,4,True,False,False,False
101,MGR_101,236,4,True,False,False,False
101,MGR_101,237,3,False,False,False,False
101,MGR_101,238,4,False,False,False,False
101,MGR_101,239,4,False,False,False,False
101,MGR_101,240,4,True,False,False,False
101,MGR_101,241,3,False,False,False,False
101,MGR_101,242,4,True,False,False,False
101,MGR_101,243,4,True,False,False,False
101,MGR_101,244,4,True,False,False,False
101,MGR_101,245,4,False,False,False,False
101,MGR_101,246,3,False,False,False,True
101,MGR_101,247,4,False,False,False,False
101,MGR_101,248,3,False,False,False,False
101,MGR_101,249,3,False,False,False,False
101,MGR_101,250,4,True,False,False,False
101,MGR_101,251,3,True,False,False,False
101,MGR_101,252,4,False,False,False,True
101,MGR_101,253,4,False,False,False,False
101,MGR_101,254,4,True,False,False,False
101,MGR_101,255,4,True,False,False,False
101,MGR_101,256,3,False,False,False,False
101,MGR_101,257,3,False,False,False,False
101,MGR_101,258,4,True,False,False,False
101,MGR_101,259,3,False,False,False,True
101,MGR_101,260,4,True,False,False,False
101,MGR_101,261,3,False,False,False,False
101,MGR_101,262,3,False,False,False,False
101,MGR_101,263,4,True,False,False,False
101,MGR_101,264,3,False,False,False,False
101,MGR_101,265,3,False,False,False,False
101,MGR_101,266,3,False,False,False,True
101,MGR_101,267,3,True,False,False,False
101,MGR_101,269,4,False,False,False,False
101,MGR_101,270,4,True,False,False,False
101,MGR_101,271,4,False,False,False,False
101,MGR_101,272,3,False,False,False,False
101,MGR_101,273,4,True,False,False,False
101,MGR_101,274,3,False,False,False,False
101,MGR_101,275,4,True,False,False,False
101,MGR_101,276,3,False,False,False,False
101,MGR_101,277,3,False,False,False,False
101,MGR_101,278,4,False,False,False,False
101,MGR_101,279,4,False,False,False,False
101,MGR_101,280,3,True,False,False,True
101,MGR_101,281,4,True,False,False,False
101,MGR_101,282,4,True,False,False,False
101,MGR_101,283,4,False,False,False,False
101,MGR_101,284,3,False,False,False,False
101,MGR_101,285,3,False,False,False,False
101,MGR_101,286,3,False,False,False,False
101,MGR_101,288,4,False,False,False,False
101,MGR_101,289,4,False,False,False,False
101,MGR_101,290,3,False,False,False,False
101,MGR_101,291,4,False,False,False,False
101,MGR_101,292,4,True,False,False,False
101,MGR_101,293,3,False,False,False,False
101,MGR_101,294,3,False,False,False,False
101,MGR_101,295,3,False,False,False,False
101,MGR_101,296,4,True,False,False,False
101,MGR_101,297,3,False,False,False,False
101,MGR_101,298,4,True,False,False,False
101,MGR_101,299,4,True,False,False,False
101,MGR_101,300,4,True,False,False,False
101,MGR_101,301,4,False,False,False,False
101,MGR_101,302,3,False,False,False,False
101,MGR_101,303,4,True,False,False,False
101,MGR_101,304,4,True,False,False,False
101,MGR_101,305,3,False,False,False,False
101,MGR_101,306,4,False,False,False,False
101,MGR_101,307,3,False,False,False,False
101,MGR_101,308,3,False,False,False,False
101,MGR_101,310,4,True,False,False,False
101,MGR_101,311,3,False,False,False,False
101,MGR_101,312,4,False,False,False,False
101,MGR_101,313,4,True,False,False,False
101,MGR_101,314,3,False,False,False,False
101,MGR_101,315,4,True,False,False,False
101,MGR_101,316,3,False,False,False,False
101,MGR_101,317,4,True,False,False,False
101,MGR_101,318,3,False,False,False,False
101,MGR_101,319,4,False,False,False,False
101,MGR_101,320,4,False,False,False,True
101,MGR_101,321,4,True,False,False,False
101,MGR_101,322,4,True,False,False,False
101,MGR_101,323,4,True,False,False,False
101,MGR_101,324,3,False,False,False,False
101,MGR_101,325,4,True,False,False,False
101,MGR_101,326,4,True,False,False,False
101,MGR_101,327,4,True,False,False,False
101,MGR_101,328,4,True,False,False,False
101,MGR_101,329,4,False,False,False,False
101,MGR_101,330,3,False,False,False,False
101,MGR_101,331,4,True,False,False,False
101,MGR_101,332,4,True,False,False,False
101,MGR_101,333,3,False,False,False,False
101,MGR_101,334,4,True,False,False,False
101,MGR_101,335,4,True,False,False,False
101,MGR_101,336,4,True,False,False,False
101,MGR_101,338,4,True,False,False,False
101,MGR_101,339,3,True,False,False,False
101,MGR_101,340,4,True,False,False,False
101,MGR_101,341,4,True,False,False,False
101,MGR_101,342,3,False,False,False,False
101,MGR_101,344,4,True,False,False,False
101,MGR_101,345,3,False,False,False,False
101,MGR_101,346,4,False,False,False,False
101,MGR_101,347,4,True,False,False,False
101,MGR_101,348,4,True,False,False,False
101,MGR_101,349,4,True,False,False,False
101,MGR_101,350,4,True,False,False,False
101,MGR_101,351,4,True,False,False,False
101,MGR_101,352,4,True,False,False,False
101,MGR_101,353,3,False,False,False,False
101,MGR_101,354,4,True,False,False,False
101,MGR_101,356,3,True,False,False,False
101,MGR_101,357,3,False,False,False,False
101,MGR_101,358,4,True,False,False,False
101,MGR_101,359,5,False,False,False,False
101,MGR_101,360,3,False,False,False,False
101,MGR_101,361,4,True,False,False,False
101,MGR_101,362,4,False,False,False,False
101,MGR_101,363,5,True,False,False,False
101,MGR_101,364,3,False,False,False,False
102,MGR_102,1,5,False,False,False,False
102,MGR_102,2,2,False,False,True,False
102,MGR_102,5,2,False,False,True,False
102,MGR_102,6,1,False,False,False,False
102,MGR_102,7,3,False,False,False,False
102,MGR_102,10,4,True,False,False,False
102,MGR_102,11,1,False,False,False,False
102,MGR_102,12,2,False,False,True,True
102,MGR_102,14,5,True,False,False,False
102,MGR_102,15,3,False,False,False,False
102,MGR_102,16,3,False,False,False,False
102,MGR_102,18,2,False,False,True,False
102,MGR_102,19,3,False,False,False,False
102,MGR_102,20,5,False,False,False,False
102,MGR_102,21,3,False,False,False,False
102,MGR_102,23,1,False,False,False,False
102,MGR_102,25,4,True,False,False,False
102,MGR_102,30,5,True,False,False,False
102,MGR_102,32,4,True,False,False,False
102,MGR_102,33,4,True,False,False,False
102,MGR_102,35,5,True,False,False,False
102,MGR_102,37,4,True,False,False,False
102,MGR_102,42,3,False,False,False,False
102,MGR_102,43,1,False,False,False,False
102,MGR_102,44,5,False,False,False,False
102,MGR_102,45,3,False,False,False,False
102,MGR_102,46,2,False,False,False,False
102,MGR_102,47,4,False,False,False,False
102,MGR_102,49,5,True,False,False,False
102,MGR_102,50,5,False,False,False,False
102,MGR_102,51,2,False,False,True,False
102,MGR_102,53,4,True,False,False,False
102,MGR_102,54,3,False,False,False,False
102,MGR_102,56,4,False,False,False,False
102,MGR_102,57,5,True,False,False,False
102,MGR_102,58,3,False,False,False,False
102,MGR_102,60,1,False,False,False,False
102,MGR_102,61,5,False,False,False,False
102,MGR_102,68,4,True,False,False,False
102,MGR_102,69,3,False,False,False,False
102,MGR_102,70,1,False,False,True,False
102,MGR_102,71,3,False,False,False,False
102,MGR_102,72,3,False,False,False,False
102,MGR_102,73,4,False,False,False,False
102,MGR_102,75,3,False,False,False,False
102,MGR_102,78,3,False,False,False,False
102,MGR_102,80,1,False,False,True,False
102,MGR_102,81,5,False,False,False,False
102,MGR_102,85,3,False,False,False,False
102,MGR_102,87,3,False,False,False,False
102,MGR_102,89,2,False,False,False,False
102,MGR_102,91,2,False,False,False,False
102,MGR_102,96,5,False,False,False,False
102,MGR_102,97,3,False,False,False,False
102,MGR_102,98,2,False,False,False,False
102,MGR_102,99,4,True,False,False,False
102,MGR_102,100,2,False,False,False,False
102,MGR_102,102,3,False,False,False,False
102,MGR_102,103,3,False,False,False,False
102,MGR_102,104,3,False,False,False,False
102,MGR_102,105,3,False,False,False,False
102,MGR_102,106,3,False,False,False,False
102,MGR_102,107,3,True,False,False,False
102,MGR_102,111,5,False,False,False,False
102,MGR_102,112,4,True,False,False,False
102,MGR_102,116,5,True,False,False,False
102,MGR_102,117,4,False,False,False,False
102,MGR_102,118,3,False,False,False,True
102,MGR_102,119,1,False,False,False,False
102,MGR_102,125,3,False,False,False,False
102,MGR_102,126,2,False,False,True,False
102,MGR_102,128,3,False,False,False,False
102,MGR_102,132,4,True,False,False,False
102,MGR_102,133,4,False,False,False,False
102,MGR_102,136,3,True,False,False,False
102,MGR_102,137,3,False,False,False,False
102,MGR_102,139,4,False,False,False,False
102,MGR_102,141,3,False,False,False,False
102,MGR_102,143,5,True,False,False,False
102,MGR_102,144,5,False,False,False,False
102,MGR_102,145,1,False,False,True,False
102,MGR_102,147,2,False,False,True,False
102,MGR_102,151,5,False,False,False,False
102,MGR_102,152,1,False,False,False,False
102,MGR_102,153,4,True,False,False,False
102,MGR_102,154,3,False,False,False,False
102,MGR_102,155,2,False,False,False,False
102,MGR_102,156,3,False,False,False,False
102,MGR_102,157,5,True,False,False,False
102,MGR_102,160,1,False,False,False,False
102,MGR_102,162,5,True,False,False,False
102,MGR_102,165,2,False,False,False,False
102,MGR_102,167,2,False,False,False,False
102,MGR_102,168,4,False,False,False,False
102,MGR_102,172,5,False,False,False,False
102,MGR_102,173,4,True,False,False,False
102,MGR_102,174,4,True,False,False,False
102,MGR_102,177,4,True,False,False,False
102,MGR_102,178,3,False,False,False,False
102,MGR_102,180,4,True,False,False,False
102,MGR_102,181,3,False,False,False,False
102,MGR_102,182,4,False,False,False,False
102,MGR_102,183,5,True,False,False,False
102,MGR_102,189,3,False,False,False,False
102,MGR_102,190,2,False,False,False,False
102,MGR_102,191,2,False,False,False,False
102,MGR_102,194,1,False,False,False,False
102,MGR_102,195,2,False,False,True,False
102,MGR_102,197,4,True,False,False,False
102,MGR_102,202,1,False,False,True,False
102,MGR_102,204,2,False,False,False,False
102,MGR_102,205,4,True,False,False,False
102,MGR_102,206,4,True,False,False,False
102,MGR_102,207,4,True,False,False,False
102,MGR_102,211,2,False,False,False,False
102,MGR_102,212,3,False,False,False,False
102,MGR_102,214,3,False,False,False,False
102,MGR_102,215,4,True,False,False,False
102,MGR_102,216,1,False,False,True,False
102,MGR_102,218,2,False,False,False,False
102,MGR_102,220,5,False,False,False,False
102,MGR_102,221,1,False,False,False,False
102,MGR_102,223,4,False,False,False,False
102,MGR_102,224,1,False,False,True,False
102,MGR_102,225,4,True,False,False,True
102,MGR_102,226,3,False,False,False,False
102,MGR_102,227,1,False,False,True,False
102,MGR_102,229,2,False,False,False,False
102,MGR_102,230,5,False,False,False,False
102,MGR_102,231,1,False,False,True,False
102,MGR_102,232,5,True,False,False,False
102,MGR_102,234,3,True,False,False,False
102,MGR_102,241,4,False,False,False,False
102,MGR_102,246,3,False,False,False,False
102,MGR_102,248,3,False,False,False,False
102,MGR_102,249,2,False,False,False,False
102,MGR_102,250,3,False,False,False,False
102,MGR_102,253,4,True,False,False,False
102,MGR_102,254,4,False,False,False,False
102,MGR_102,255,3,True,False,False,False
102,MGR_102,256,5,False,False,False,False
102,MGR_102,257,2,False,False,False,False
102,MGR_102,258,4,True,False,False,False
102,MGR_102,259,5,True,False,False,False
102,MGR_102,260,2,False,False,False,False
102,MGR_102,261,3,False,False,False,False
102,MGR_102,262,2,False,False,False,False
102,MGR_102,264,2,False,False,False,True
102,MGR_102,266,2,False,False,True,False
102,MGR_102,267,4,False,False,False,False
102,MGR_102,268,3,False,False,False,False
102,MGR_102,269,1,False,False,False,False
102,MGR_102,270,1,False,False,False,False
102,MGR_102,273,3,False,False,False,False
102,MGR_102,274,2,False,False,False,False
102,MGR_102,276,2,False,False,False,False
102,MGR_102,277,2,False,False,True,False
102,MGR_102,281,1,False,False,False,False
102,MGR_102,283,2,False,False,True,False
102,MGR_102,286,3,False,False,False,False
102,MGR_102,293,1,False,False,True,False
102,MGR_102,294,5,False,False,False,False
102,MGR_102,295,5,True,False,False,False
102,MGR_102,297,2,False,False,False,False
102,MGR_102,299,5,True,False,False,False
102,MGR_102,301,3,False,False,False,False
102,MGR_102,302,5,True,False,False,False
102,MGR_102,303,3,False,False,False,False
102,MGR_102,304,4,True,False,False,False
102,MGR_102,305,1,False,False,False,False
102,MGR_102,307,1,False,False,False,False
102,MGR_102,309,3,False,False,False,False
102,MGR_102,310,2,False,False,False,False
102,MGR_102,311,3,False,False,False,False
102,MGR_102,312,5,True,False,False,False
102,MGR_102,313,2,False,False,False,False
102,MGR_102,314,5,True,False,False,False
102,MGR_102,315,2,False,False,False,False
102,MGR_102,317,2,False,False,True,False
102,MGR_102,318,3,False,False,False,False
102,MGR_102,319,3,False,False,False,False
102,MGR_102,320,2,False,False,True,False
102,MGR_102,322,2,False,False,True,False
102,MGR_102,323,2,False,False,True,True
102,MGR_102,324,2,False,False,False,False
102,MGR_102,328,2,False,False,True,False
102,MGR_102,330,3,False,False,False,False
102,MGR_102,331,5,True,False,False,False
102,MGR_102,332,2,False,False,True,False
102,MGR_102,333,1,False,False,False,False
102,MGR_102,334,5,False,False,False,False
102,MGR_102,335,2,False,False,False,False
102,MGR_102,338,3,False,False,False,False
102,MGR_102,339,2,False,False,False,False
102,MGR_102,341,4,True,False,False,False
102,MGR_102,342,2,False,False,True,False
102,MGR_102,343,3,False,False,False,False
102,MGR_102,344,4,False,False,False,False
102,MGR_102,345,2,False,False,True,False
102,MGR_102,346,3,False,False,False,False
102,MGR_102,348,2,False,False,True,False
102,MGR_102,349,3,False,False,False,False
102,MGR_102,351,2,False,False,True,False
102,MGR_102,353,3,True,False,False,False
102,MGR_102,355,2,False,False,False,False
102,MGR_102,356,4,True,False,False,False
102,MGR_102,357,3,False,False,False,False
102,MGR_102,358,2,False,False,False,False
102,MGR_102,359,3,False,False,False,False
102,MGR_102,360,3,False,False,False,False
102,MGR_102,361,1,False,False,False,False
102,MGR_102,363,1,False,False,True,False
103,MGR_103,1,3,False,False,False,False
103,MGR_103,2,4,False,False,False,False
103,MGR_103,3,3,False,False,False,False
103,MGR_103,4,5,True,False,False,False
103,MGR_103,5,4,True,False,False,False
103,MGR_103,6,4,True,False,False,False
103,MGR_103,7,3,False,False,False,False
103,MGR_103,8,3,False,False,False,False
103,MGR_103,11,3,False,False,False,False
103,MGR_103,13,4,False,False,False,False
103,MGR_103,14,4,True,False,False,False
103,MGR_103,15,4,False,False,False,False
103,MGR_103,16,4,True,False,False,False
103,MGR_103,17,5,True,False,False,False
103,MGR_103,18,3,True,False,False,False
103,MGR_103,20,3,False,False,False,False
103,MGR_103,21,3,False,False,False,False
103,MGR_103,22,3,False,False,False,False
103,MGR_103,23,4,True,False,False,False
103,MGR_103,24,4,True,False,False,False
103,MGR_103,25,4,False,False,False,False
103,MGR_103,27,4,False,False,False,False
103,MGR_103,28,5,True,False,False,False
103,MGR_103,29,4,False,False,False,False
103,MGR_103,30,3,False,False,False,False
103,MGR_103,31,4,False,False,False,False
103,MGR_103,32,3,False,False,False,False
103,MGR_103,33,3,False,False,False,False
103,MGR_103,34,4,False,False,False,False
103,MGR_103,35,4,False,False,False,False
103,MGR_103,36,4,False,False,False,False
103,MGR_103,37,5,True,False,False,False
103,MGR_103,38,4,False,False,False,False
103,MGR_103,40,4,False,False,False,False
103,MGR_103,41,3,False,False,False,False
103,MGR_103,42,3,False,False,False,False
103,MGR_103,43,3,False,False,False,False
103,MGR_103,44,3,False,False,False,False
103,MGR_103,45,4,False,False,False,True
103,MGR_103,46,2,False,False,False,False
103,MGR_103,47,4,False,False,False,False
103,MGR_103,48,2,False,False,False,True
103,MGR_103,49,4,True,False,False,False
103,MGR_103,51,3,False,False,False,False
103,MGR_103,52,4,False,False,False,False
103,MGR_103,53,4,False,False,False,False
103,MGR_103,54,2,False,False,False,False
103,MGR_103,56,4,True,False,False,False
103,MGR_103,57,4,False,False,False,False
103,MGR_103,59,3,False,False,False,False
103,MGR_103,60,3,False,False,False,False
103,MGR_103,61,4,True,False,False,False
103,MGR_103,62,3,False,False,False,False
103,MGR_103,65,3,False,False,False,False
103,MGR_103,66,4,False,False,False,False
103,MGR_103,67,4,True,False,False,False
103,MGR_103,69,4,True,False,False,False
103,MGR_103,70,3,False,False,False,False
103,MGR_103,71,4,True,False,False,False
103,MGR_103,72,4,True,False,False,False
103,MGR_103,74,3,False,False,False,False
103,MGR_103,75,3,False,False,False,False
103,MGR_103,76,4,True,False,False,False
103,MGR_103,77,4,False,False,False,False
103,MGR_103,78,4,False,False,False,True
103,MGR_103,79,5,False,False,False,False
103,MGR_103,82,3,False,False,False,False
103,MGR_103,83,5,True,False,False,False
103,MGR_103,84,5,False,False,False,False
103,MGR_103,85,3,False,False,False,False
103,MGR_103,86,3,False,False,False,False
103,MGR_103,87,2,False,False,False,False
103,MGR_103,88,3,False,False,False,False
103,MGR_103,90,4,False,False,False,False
103,MGR_103,92,5,True,False,False,False
103,MGR_103,93,3,False,False,False,False
103,MGR_103,94,5,True,False,False,False
103,MGR_103,95,4,False,False,False,False
103,MGR_103,96,5,True,False,False,False
103,MGR_103,97,4,True,False,False,False
103,MGR_103,98,2,False,False,False,False
103,MGR_103,99,4,False,False,False,False
103,MGR_103,100,3,False,False,False,False
103,MGR_103,102,4,True,False,False,False
103,MGR_103,103,3,False,False,False,False
103,MGR_103,104,3,False,False,False,False
103,MGR_103,107,4,False,False,False,False
103,MGR_103,108,4,False,False,False,False
103,MGR_103,109,4,True,False,False,False
103,MGR_103,110,2,False,False,False,False
103,MGR_103,111,5,True,False,False,False
103,MGR_103,113,5,True,False,False,False
103,MGR_103,114,4,True,False,False,False
103,MGR_103,116,5,False,False,False,False
103,MGR_103,118,3,False,False,False,False
103,MGR_103,119,3,False,False,False,False
103,MGR_103,120,5,True,False,False,False
103,MGR_103,121,4,True,False,False,True
103,MGR_103,122,3,False,False,False,False
103,MGR_103,123,4,True,False,False,True
103,MGR_103,124,4,False,False,False,False
103,MGR_103,125,4,False,False,False,False
103,MGR_103,128,4,True,False,False,False
103,MGR_103,129,3,False,False,False,False
103,MGR_103,130,4,False,False,False,False
103,MGR_103,132,5,False,False,False,True
103,MGR_103,133,4,True,False,False,False
103,MGR_103,134,4,False,False,False,False
103,MGR_103,135,3,False,False,False,True
103,MGR_103,136,4,False,False,False,False
103,MGR_103,138,3,False,False,False,False
103,MGR_103,141,3,False,False,False,False
103,MGR_103,142,3,False,False,False,False
103,MGR_103,143,4,True,False,False,False
103,MGR_103,144,4,True,False,False,False
103,MGR_103,145,4,True,False,False,True
103,MGR_103,146,5,True,False,False,False
103,MGR_103,148,2,False,False,False,False
103,MGR_103,149,4,False,False,False,False
103,MGR_103,150,4,True,False,False,False
103,MGR_103,151,5,False,False,False,False
103,MGR_103,152,4,False,False,False,False
103,MGR_103,153,3,False,False,False,False
103,MGR_103,154,3,False,False,False,False
103,MGR_103,156,5,False,False,False,False
103,MGR_103,157,3,False,False,False,False
103,MGR_103,158,4,False,False,False,False
103,MGR_103,159,4,True,False,False,False
103,MGR_103,160,4,True,False,False,False
103,MGR_103,161,4,True,False,False,False
103,MGR_103,162,3,False,False,False,False
103,MGR_103,163,4,True,False,False,False
103,MGR_103,164,4,True,False,False,False
103,MGR_103,165,4,True,False,False,False
103,MGR_103,167,5,True,False,False,False
103,MGR_103,168,5,True,False,False,False
103,MGR_103,169,4,True,False,False,False
103,MGR_103,170,5,True,False,False,True
